OrderDate,StockDate,OrderNumber,ProductKey,CustomerKey,TerritoryKey,OrderLineItem,OrderQuantity,State
3/1/2021,2/20/2020,SO229,222,1258,3,1,3,Illinois
3/1/2021,2/20/2020,SO230,223,1259,4,1,5,Texas
3/1/2021,2/20/2020,SO231,224,1259,4,1,6,Texas
3/1/2021,2/20/2020,SO232,135,1259,4,1,6,Texas
3/1/2021,2/20/2020,SO233,225,1259,4,1,3,Texas
3/1/2021,2/20/2020,SO234,171,1260,4,1,3,Texas
3/1/2021,2/20/2020,SO235,226,1260,4,1,3,Texas
3/2/2021,2/21/2020,SO236,122,1261,2,1,2,New York
3/2/2021,2/21/2020,SO237,227,1261,2,1,5,New York
3/2/2021,2/21/2020,SO238,228,1262,2,1,1,Pennsylvania
3/2/2021,2/21/2020,SO239,229,1262,2,1,3,Pennsylvania
3/3/2021,2/22/2020,SO240,219,1263,3,1,4,North Carolina
3/3/2021,2/22/2020,SO241,230,1264,2,1,1,New York
3/3/2021,2/22/2020,SO242,182,1264,2,1,3,New York
3/3/2021,2/22/2020,SO243,231,1264,2,1,5,New York
3/3/2021,2/22/2020,SO244,232,1265,3,1,3,Ohio
3/3/2021,2/22/2020,SO245,143,1265,3,1,5,Ohio
3/3/2021,2/22/2020,SO246,233,1265,3,1,8,Ohio
3/3/2021,2/22/2020,SO247,234,1266,4,1,3,Texas
3/3/2021,2/22/2020,SO248,235,1267,4,1,3,California
3/4/2021,2/23/2020,SO249,236,1268,5,1,5,South Carolina
3/4/2021,2/23/2020,SO250,237,1242,5,1,3,Florida
3/5/2021,2/24/2020,SO251,238,1269,2,1,3,New York
3/5/2021,2/24/2020,SO252,239,1269,2,1,3,New York
3/5/2021,2/24/2020,SO253,240,1269,2,1,2,New York
3/5/2021,2/24/2020,SO254,241,1269,2,1,6,New York
3/5/2021,2/24/2020,SO255,242,1269,2,1,2,New York
3/7/2021,2/26/2020,SO256,243,1248,2,1,1,Washington
3/7/2021,2/26/2020,SO257,244,1248,2,1,3,Washington
3/7/2021,2/26/2020,SO258,245,1248,2,1,3,Washington
3/7/2021,2/26/2020,SO259,246,1270,2,1,2,Washington
3/7/2021,2/26/2020,SO260,247,1271,2,1,5,Washington
3/7/2021,2/26/2020,SO261,248,1271,2,1,5,Washington
3/7/2021,2/26/2020,SO262,249,1271,2,1,6,Washington
3/7/2021,2/26/2020,SO263,250,1271,2,1,2,Washington
3/10/2021,2/29/2020,SO264,251,1272,3,1,2,Michigan
3/10/2021,2/29/2020,SO265,128,1273,3,1,3,Colorado
3/10/2021,2/29/2020,SO266,252,1273,3,1,4,Colorado
3/11/2021,3/1/2020,SO267,253,1274,3,1,5,Ohio
3/11/2021,3/1/2020,SO268,254,1274,3,1,6,Ohio
3/11/2021,3/1/2020,SO269,255,1275,2,1,14,New York
3/11/2021,3/1/2020,SO270,256,1276,3,1,3,Kentucky
3/11/2021,3/1/2020,SO271,190,1276,3,1,2,Kentucky
3/11/2021,3/1/2020,SO272,257,1276,3,1,3,Kentucky
3/11/2021,3/1/2020,SO273,258,1276,3,1,3,Kentucky
3/11/2021,3/1/2020,SO274,259,1277,4,1,3,California
3/14/2021,3/4/2020,SO275,175,1278,4,1,2,California
3/14/2021,3/4/2020,SO276,260,1278,4,1,1,California
3/14/2021,3/4/2020,SO277,261,1279,5,1,4,Virginia
3/14/2021,3/4/2020,SO278,241,1280,4,1,4,Utah
3/14/2021,3/4/2020,SO279,262,1280,4,1,1,Utah
3/14/2021,3/4/2020,SO280,324,1280,4,1,12,Utah
3/14/2021,3/4/2020,SO281,264,1280,4,1,2,Utah
3/14/2021,3/4/2020,SO282,265,1280,4,1,2,Utah
3/14/2021,3/4/2020,SO283,266,1281,3,1,2,Illinois
3/14/2021,3/4/2020,SO284,267,1281,3,1,2,Illinois
3/14/2021,3/4/2020,SO285,268,1237,5,1,6,Florida
3/15/2021,3/5/2020,SO286,269,1283,5,1,1,Florida
3/15/2021,3/5/2020,SO287,270,1283,5,1,3,Florida
3/15/2021,3/5/2020,SO288,271,1283,5,1,3,Florida
3/15/2021,3/5/2020,SO289,272,1283,5,1,4,Florida
3/15/2021,3/5/2020,SO290,273,1283,5,1,3,Florida
3/16/2021,3/6/2020,SO291,274,1261,3,1,2,North Carolina
3/17/2021,3/7/2020,SO292,275,1232,3,1,2,Minnesota
3/17/2021,3/7/2020,SO293,202,1232,3,1,7,Minnesota
3/17/2021,3/7/2020,SO294,276,1232,3,1,6,Minnesota
3/17/2021,3/7/2020,SO295,169,1232,3,1,10,Minnesota
3/17/2021,3/7/2020,SO296,277,1232,3,1,6,Minnesota
3/17/2021,3/7/2020,SO297,278,1279,2,1,7,New York
3/17/2021,3/7/2020,SO298,279,1279,2,1,4,New York
3/17/2021,3/7/2020,SO299,280,1279,2,1,3,New York
3/17/2021,3/7/2020,SO300,281,1279,2,1,7,New York
3/17/2021,3/7/2020,SO301,282,1279,2,1,4,New York
3/17/2021,3/7/2020,SO302,283,1286,4,1,2,Texas
3/17/2021,3/7/2020,SO303,284,1286,4,1,1,Texas
3/17/2021,3/7/2020,SO304,285,1286,4,1,3,Texas
3/17/2021,3/7/2020,SO305,152,1236,3,1,3,Mississippi
3/17/2021,3/7/2020,SO306,286,1236,3,1,2,Mississippi
3/17/2021,3/7/2020,SO307,287,1236,3,1,2,Mississippi
3/17/2021,3/7/2020,SO308,288,1236,3,1,4,Mississippi
3/17/2021,3/7/2020,SO309,289,1236,3,1,3,Mississippi
3/17/2021,3/7/2020,SO310,290,1287,2,1,6,Pennsylvania
3/18/2021,3/8/2020,SO311,266,1288,5,1,4,Florida
3/18/2021,3/8/2020,SO312,291,1288,5,1,6,Florida
3/18/2021,3/8/2020,SO313,160,1288,5,1,4,Florida
3/18/2021,3/8/2020,SO314,292,1288,5,1,3,Florida
3/18/2021,3/8/2020,SO315,293,1288,5,1,2,Florida
3/18/2021,3/8/2020,SO316,179,1288,5,1,3,Florida
3/18/2021,3/8/2020,SO317,294,1288,5,1,3,Florida
3/18/2021,3/8/2020,SO318,295,1289,4,1,10,California
3/18/2021,3/8/2020,SO319,296,1290,4,1,2,California
3/18/2021,3/8/2020,SO320,297,1290,4,1,4,California
3/18/2021,3/8/2020,SO321,128,1290,4,1,7,California
3/19/2021,3/9/2020,SO322,298,1291,5,1,3,Florida
3/19/2021,3/9/2020,SO323,299,1291,5,1,4,Florida
3/19/2021,3/9/2020,SO324,300,1291,5,1,3,Florida
3/19/2021,3/9/2020,SO325,189,1291,5,1,5,Florida
3/19/2021,3/9/2020,SO326,253,1291,5,1,3,Florida
3/19/2021,3/9/2020,SO327,301,1291,5,1,3,Florida
3/19/2021,3/9/2020,SO328,302,1291,5,1,2,Florida
3/21/2021,3/11/2020,SO329,303,1292,3,1,2,Ohio
3/21/2021,3/11/2020,SO330,304,1292,3,1,3,Ohio
3/21/2021,3/11/2020,SO331,305,1293,3,1,1,North Carolina
3/21/2021,3/11/2020,SO332,306,1294,5,1,7,Virginia
3/21/2021,3/11/2020,SO333,307,1294,5,1,5,Virginia
3/21/2021,3/11/2020,SO334,308,1294,5,1,3,Virginia
3/21/2021,3/11/2020,SO335,309,1294,5,1,4,Virginia
3/21/2021,3/11/2020,SO336,310,1294,5,1,3,Virginia
3/21/2021,3/11/2020,SO337,311,1295,3,1,5,Tennessee
3/21/2021,3/11/2020,SO338,312,1295,3,1,3,Tennessee
3/21/2021,3/11/2020,SO339,127,1295,3,1,3,Tennessee
3/22/2021,3/12/2020,SO340,313,1271,3,1,4,North Carolina
3/22/2021,3/12/2020,SO341,314,1271,3,1,5,North Carolina
3/22/2021,3/12/2020,SO342,315,1297,4,1,3,Arizona
3/22/2021,3/12/2020,SO343,316,1297,4,1,3,Arizona
3/22/2021,3/12/2020,SO344,105,1298,3,1,2,Indiana
3/23/2021,3/13/2020,SO345,317,1299,4,1,2,California
3/23/2021,3/13/2020,SO346,318,1299,4,1,6,California
3/23/2021,3/13/2020,SO347,319,1300,5,1,3,Florida
3/24/2021,3/14/2020,SO348,320,1301,2,1,5,New York
3/24/2021,3/14/2020,SO349,321,1302,4,1,2,California
3/25/2021,3/15/2020,SO350,322,1286,2,1,7,New York
3/25/2021,3/15/2020,SO351,276,1303,4,1,2,California
3/25/2021,3/15/2020,SO352,323,1303,4,1,2,California
3/25/2021,3/15/2020,SO353,324,1303,4,1,4,California
3/25/2021,3/15/2020,SO354,325,1303,4,1,6,California
3/26/2021,3/16/2020,SO355,326,1304,4,1,3,California
3/26/2021,3/16/2020,SO356,327,1305,4,1,2,California
3/26/2021,3/16/2020,SO357,194,1305,4,1,4,California
3/26/2021,3/16/2020,SO358,328,1305,4,1,2,California
3/26/2021,3/16/2020,SO359,329,1306,4,1,5,California
3/28/2021,3/18/2020,SO360,330,1303,3,1,3,Iowa
3/28/2021,3/18/2020,SO361,331,1303,3,1,4,Iowa
3/28/2021,3/18/2020,SO362,332,1308,4,1,3,New Mexico
3/28/2021,3/18/2020,SO363,333,1230,3,1,1,Ohio
3/29/2021,3/19/2020,SO364,334,1230,4,1,3,Texas
3/30/2021,3/20/2020,SO365,335,1311,2,1,5,New York
3/30/2021,3/20/2020,SO366,336,1312,2,1,3,Washington
3/30/2021,3/20/2020,SO367,337,1312,2,1,3,Washington
3/30/2021,3/20/2020,SO368,338,1313,2,1,5,New York
3/30/2021,3/20/2020,SO369,339,1241,4,1,2,California
3/30/2021,3/20/2020,SO370,340,1236,4,1,5,Texas
3/30/2021,3/20/2020,SO371,341,1236,4,1,7,Texas
3/30/2021,3/20/2020,SO372,342,1236,4,1,7,Texas
3/30/2021,3/20/2020,SO373,343,1315,3,1,2,Minnesota
3/31/2021,3/21/2020,SO374,344,1316,4,1,2,California
3/31/2021,3/21/2020,SO375,345,1316,4,1,2,California
3/31/2021,3/21/2020,SO376,346,1317,2,1,1,Pennsylvania
3/31/2021,3/21/2020,SO377,347,1318,3,1,7,Illinois
3/31/2021,3/21/2020,SO378,348,1318,3,1,2,Illinois
3/31/2021,3/21/2020,SO379,349,1319,5,1,1,Florida
3/31/2021,3/21/2020,SO380,350,1320,5,1,7,Florida
3/31/2021,3/21/2020,SO381,351,1320,5,1,5,Florida
3/31/2021,3/21/2020,SO382,304,1320,5,1,2,Florida
4/1/2021,3/22/2020,SO383,337,1311,4,1,2,California
4/1/2021,3/22/2020,SO384,352,1311,4,1,4,California
4/1/2021,3/22/2020,SO385,353,1321,2,1,4,Massachusetts
4/1/2021,3/22/2020,SO386,354,1321,2,1,2,Massachusetts
4/2/2021,3/23/2020,SO387,355,1322,5,1,3,Georgia
4/2/2021,3/23/2020,SO388,356,1322,5,1,7,Georgia
4/2/2021,3/23/2020,SO389,357,1322,5,1,5,Georgia
4/2/2021,3/23/2020,SO390,358,1266,4,1,5,Texas
4/2/2021,3/23/2020,SO391,359,1266,4,1,7,Texas
4/2/2021,3/23/2020,SO392,360,1323,5,1,2,Virginia
4/3/2021,3/24/2020,SO393,122,1324,4,1,2,California
4/3/2021,3/24/2020,SO394,212,1324,4,1,3,California
4/3/2021,3/24/2020,SO395,203,1324,4,1,2,California
4/4/2021,3/25/2020,SO396,361,1325,4,1,6,California
4/4/2021,3/25/2020,SO397,362,1302,3,1,1,Michigan
4/4/2021,3/25/2020,SO398,363,1302,3,1,4,Michigan
4/4/2021,3/25/2020,SO399,364,1326,4,1,2,California
4/4/2021,3/25/2020,SO400,365,1327,3,1,5,Louisiana
4/2/2021,3/23/2020,SO391,359,1266,4,1,7,Texas
4/2/2021,3/23/2020,SO392,360,1323,5,1,2,Virginia
4/3/2021,3/24/2020,SO393,122,1324,4,1,2,California
4/3/2021,3/24/2020,SO394,212,1324,4,1,3,California
4/3/2021,3/24/2020,SO395,203,1324,4,1,2,California
4/4/2021,3/25/2020,SO396,361,1325,4,1,6,California
4/4/2021,3/25/2020,SO397,362,1302,3,1,1,Michigan
4/4/2021,3/25/2020,SO398,363,1302,3,1,4,Michigan
4/4/2021,3/25/2020,SO399,364,1326,4,1,2,California
4/4/2021,3/25/2020,SO400,365,1327,3,1,5,Louisiana
4/5/2021,3/26/2020,SO410,372,1330,3,1,4,Illinois
4/5/2021,3/26/2020,SO411,373,1330,3,1,4,Illinois
4/5/2021,3/26/2020,SO412,374,1331,3,1,2,Michigan
4/5/2021,3/26/2020,SO413,375,1331,3,1,5,Michigan
4/5/2021,3/26/2020,SO414,303,1331,3,1,3,Michigan
4/5/2021,3/26/2020,SO415,176,1331,3,1,6,Michigan
4/5/2021,3/26/2020,SO416,376,1332,3,1,7,Kentucky
4/6/2021,3/27/2020,SO417,377,1241,2,1,6,Pennsylvania
4/6/2021,3/27/2020,SO418,378,1226,2,1,1,Pennsylvania
4/6/2021,3/27/2020,SO419,379,1226,2,1,3,Pennsylvania
4/6/2021,3/27/2020,SO420,380,1226,2,1,2,Pennsylvania
4/6/2021,3/27/2020,SO421,381,1272,2,1,3,Washington
4/6/2021,3/27/2020,SO422,382,1272,2,1,2,Washington
4/6/2021,3/27/2020,SO423,383,1335,4,1,2,California
4/6/2021,3/27/2020,SO424,384,1335,4,1,7,California
4/6/2021,3/27/2020,SO425,385,1335,4,1,3,California
4/6/2021,3/27/2020,SO426,386,1335,4,1,1,California
4/6/2021,3/27/2020,SO427,387,1336,4,1,3,California
4/6/2021,3/27/2020,SO428,388,1336,4,1,2,California
4/6/2021,3/27/2020,SO429,389,1336,4,1,3,California
4/7/2021,3/28/2020,SO430,390,1337,5,1,2,Alabama
4/7/2021,3/28/2020,SO431,332,1338,5,1,5,South Carolina
4/7/2021,3/28/2020,SO432,391,1338,5,1,3,South Carolina
4/7/2021,3/28/2020,SO433,392,1339,5,1,9,Georgia
4/7/2021,3/28/2020,SO434,393,1339,5,1,3,Georgia
4/8/2021,3/29/2020,SO435,394,1340,4,1,2,Arizona
4/8/2021,3/29/2020,SO436,395,1340,4,1,3,Arizona
4/8/2021,3/29/2020,SO437,396,1331,5,1,8,Alabama
4/8/2021,3/29/2020,SO438,113,1337,4,1,8,Arizona
4/8/2021,3/29/2020,SO439,397,1239,4,1,1,California
4/8/2021,3/29/2020,SO440,398,1239,4,1,4,California
4/8/2021,3/29/2020,SO441,399,1330,3,1,1,Ohio
4/11/2021,4/1/2020,SO442,400,1344,5,1,3,Florida
4/11/2021,4/1/2020,SO443,239,1344,5,1,3,Florida
4/11/2021,4/1/2020,SO444,401,1344,5,1,2,Florida
4/11/2021,4/1/2020,SO445,402,1344,5,1,7,Florida
4/11/2021,4/1/2020,SO446,403,1242,1,1,1,Idaho
4/11/2021,4/1/2020,SO447,404,1295,4,1,6,Texas
4/11/2021,4/1/2020,SO448,405,1347,1,1,7,Montana
4/11/2021,4/1/2020,SO449,406,1347,1,1,2,Montana
4/11/2021,4/1/2020,SO450,407,1347,1,1,6,Montana
4/12/2021,4/2/2020,SO451,408,1273,4,1,14,California
4/12/2021,4/2/2020,SO452,409,1273,4,1,4,California
4/12/2021,4/2/2020,SO453,410,1273,4,1,7,California
4/12/2021,4/2/2020,SO454,339,1273,4,1,3,California
4/12/2021,4/2/2020,SO455,411,1349,3,1,5,Indiana
4/12/2021,4/2/2020,SO456,412,1350,4,1,2,California
4/13/2021,4/3/2020,SO457,413,1304,2,1,4,Pennsylvania
4/13/2021,4/3/2020,SO458,414,1304,2,1,10,Pennsylvania
4/13/2021,4/3/2020,SO459,179,1304,2,1,13,Pennsylvania
4/13/2021,4/3/2020,SO460,415,1304,2,1,12,Pennsylvania
4/13/2021,4/3/2020,SO461,416,1351,2,1,3,Maryland
4/15/2021,4/5/2020,SO462,417,1325,4,1,2,California
4/15/2021,4/5/2020,SO463,418,1325,4,1,4,California
4/16/2021,4/6/2020,SO464,105,1353,3,1,6,North Carolina
4/18/2021,4/8/2020,SO465,419,1330,4,1,4,California
4/18/2021,4/8/2020,SO466,145,1330,4,1,4,California
4/18/2021,4/8/2020,SO467,420,1330,4,1,5,California
4/18/2021,4/8/2020,SO468,421,1330,4,1,2,California
4/18/2021,4/8/2020,SO469,422,1311,4,1,2,Texas
4/18/2021,4/8/2020,SO470,423,1311,4,1,3,Texas
4/18/2021,4/8/2020,SO471,424,1311,4,1,3,Texas
4/18/2021,4/8/2020,SO472,425,1311,4,1,3,Texas
4/19/2021,4/9/2020,SO473,426,1262,4,1,3,California
4/19/2021,4/9/2020,SO474,427,1356,5,1,3,Virginia
4/19/2021,4/9/2020,SO475,428,1356,5,1,11,Virginia
4/20/2021,4/10/2020,SO476,429,1209,4,1,5,Texas
4/20/2021,4/10/2020,SO477,430,1209,4,1,5,Texas
4/20/2021,4/10/2020,SO478,399,1209,4,1,2,Texas
4/20/2021,4/10/2020,SO479,431,1357,4,1,4,California
4/21/2021,4/11/2020,SO480,432,1356,4,1,5,California
4/21/2021,4/11/2020,SO481,433,1318,3,1,6,Kentucky
4/22/2021,4/12/2020,SO482,122,1248,2,1,8,New York
4/22/2021,4/12/2020,SO483,434,1248,2,1,3,New York
4/23/2021,4/13/2020,SO484,435,1361,2,1,3,Pennsylvania
4/23/2021,4/13/2020,SO485,350,1362,3,1,2,Ohio
4/23/2021,4/13/2020,SO486,354,1362,3,1,8,Ohio
4/23/2021,4/13/2020,SO487,436,1362,3,1,4,Ohio
4/23/2021,4/13/2020,SO488,242,1239,4,1,1,California
4/25/2021,4/15/2020,SO489,437,1363,4,1,2,Texas
4/25/2021,4/15/2020,SO490,438,1363,4,1,3,Texas
4/25/2021,4/15/2020,SO491,439,1364,3,1,3,North Carolina
4/25/2021,4/15/2020,SO492,440,1297,4,1,5,California
4/25/2021,4/15/2020,SO493,441,1297,4,1,3,California
4/25/2021,4/15/2020,SO494,442,1297,4,1,5,California
4/26/2021,4/16/2020,SO495,443,1366,4,1,3,California
4/26/2021,4/16/2020,SO496,444,1366,4,1,6,California
4/26/2021,4/16/2020,SO497,445,1367,4,1,5,California
4/26/2021,4/16/2020,SO498,232,1367,4,1,2,California
4/28/2021,4/18/2020,SO499,446,1222,2,1,2,Maryland
4/28/2021,4/18/2020,SO500,447,1222,2,1,9,Maryland
4/28/2021,4/18/2020,SO501,448,1222,2,1,2,Maryland
4/28/2021,4/18/2020,SO502,449,1222,2,1,1,Maryland
4/28/2021,4/18/2020,SO503,450,1369,3,1,3,Ohio
4/28/2021,4/18/2020,SO504,451,1369,3,1,3,Ohio
4/28/2021,4/18/2020,SO505,452,1369,3,1,2,Ohio
4/28/2021,4/18/2020,SO506,453,1370,4,1,5,California
4/28/2021,4/18/2020,SO507,203,1217,2,1,2,New York
4/29/2021,4/19/2020,SO508,454,1372,2,1,2,New York
4/29/2021,4/19/2020,SO509,342,1373,3,1,2,Louisiana
4/29/2021,4/19/2020,SO510,277,1373,3,1,3,Louisiana
4/29/2021,4/19/2020,SO511,455,1374,3,1,2,Tennessee
4/29/2021,4/19/2020,SO512,456,1374,3,1,5,Tennessee
4/29/2021,4/19/2020,SO513,457,1375,2,1,2,Delaware
4/30/2021,4/20/2020,SO514,458,1251,3,1,3,Mississippi
4/30/2021,4/20/2020,SO515,459,1376,3,1,5,Kentucky
4/30/2021,4/20/2020,SO516,317,1376,3,1,5,Kentucky
