ProductKey,ProductSubcategoryKey,ProductSKU,ProductName,ModelName,ProductDescription,ProductColor,ProductSize,ProductStyle,ProductCost,Orderline Code,ProductPrice
198,8,SKU_198,Rubbermaid ClusterMat Chairmats,RCCMS6X6L2X1-DA-198,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Multi,0,0,101.8936,198_OLC,229.49
199,5,SKU_199,VariCap6 Expandable Binder,VEB-199,VariCap6 Expandable Binder,Multi,0,0,15.1848,199_OLC,34.2
200,3,SKU_200,Fellowes Neat Ideas Storage Cubes,FNISC-200,Fellowes Neat Ideas Storage Cubes,Multi,0,0,45.4168,200_OLC,102.29
201,11,SKU_201,Global Geo Office Task Chair,GGOTCG-201,"Global Geo Office Task Chair, Gray",Multi,0,0,55.3801,201_OLC,124.73
202,9,SKU_202,Memo Book,MB1MC53X1-202,"Memo Book, 100 Message Capacity, 5 3/8? x 11?",Multi,0,0,17.978,202_OLC,40.4909
203,17,SKU_203,Logitech G600 MMO Gaming Mouse,LGMGM-203,Logitech G600 MMO Gaming Mouse,Multi,0,0,24.9932,203_OLC,56.2909
204,13,SKU_204,Belkin 8 Outlet Surge Protector,B8OSP-204,Belkin 8 Outlet Surge Protector,Multi,0,0,48.5453,204_OLC,109.3364
205,16,SKU_205,Compact Automatic Electric Letter Opener,CAELO-205,Compact Automatic Electric Letter Opener,Multi,0,0,17.978,205_OLC,40.4909
206,5,SKU_206,Pressboard Data Binders by Wilson Jones,PDBBWJ-206,Pressboard Data Binders by Wilson Jones,Multi,0,0,24.9932,206_OLC,56.2909
207,5,SKU_207,Wilson Jones Easy Flow II Sheet Lifters,WJEFISL-207,Wilson Jones Easy Flow II Sheet Lifters,Multi,0,0,48.5453,207_OLC,109.3364
208,13,SKU_208,Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day,HCMHFTWHW8OPDELF-208,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Black,38,U,185.8193,208_OLC,348.76
209,7,SKU_209,Staples in misc. colors,SIMC-209,Staples in misc. colors,Black,0,0,26.9708,209_OLC,60.745
210,8,SKU_210,DAX Copper Panel Document Frame,DCPDF5X7S-210,"DAX Copper Panel Document Frame, 5 x 7 Size",Black,0,0,92.8071,210_OLC,209.025
211,3,SKU_211,Akro Stacking Bins,ASB-211,Akro Stacking Bins,Black,0,0,133.2955,211_OLC,300.215
212,17,SKU_212,Enermax Briskie RF Wireless Keyboard and Mouse Combo,EBRWKAMC-212,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Black,0,0,37.9909,212_OLC,85.565
213,8,SKU_213,Master Caster Door Stop,MCDSB-213,"Master Caster Door Stop, Brown",Black,0,0,110.2829,213_OLC,248.385
214,9,SKU_214,Xerox 204,X2-214,Xerox 204,Black,0,0,146.5466,214_OLC,330.06
215,9,SKU_215,Xerox 220,X2-215,Xerox 220,Black,0,0,96.7964,215_OLC,218.01
216,14,SKU_216,Staple-on labels,SL-216,Staple-on labels,Yellow,38,W,300.1188,216_OLC,540.7545
217,5,SKU_217,GBC Plastic Binding Combs,GPBC-217,GBC Plastic Binding Combs,Black,0,0,38.9588,217_OLC,87.745
218,9,SKU_218,TOPS 4 x 6 Fluorescent Color Memo Sheets,T4X6FCMS5SPP-218,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Black,0,0,104.7951,218_OLC,236.025
219,7,SKU_219,Zebra Zazzle Fluorescent Highlighters,ZZFH-219,Zebra Zazzle Fluorescent Highlighters,Black,0,0,145.2835,219_OLC,327.215
220,2,SKU_220,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,SCODSSCCFSGS-220,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Black,0,0,49.9789,220_OLC,112.565
221,11,SKU_221,Novimex Swivel Fabric Task Chair,NSFTC-221,Novimex Swivel Fabric Task Chair,Black,0,0,122.2709,221_OLC,275.385
222,9,SKU_222,Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book,BPC81X81RMB-222,Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book,Black,0,0,158.5346,222_OLC,357.06
223,12,SKU_223,Plymouth Boxed Rubber Bands by Plymouth,PBRBBP-223,Plymouth Boxed Rubber Bands by Plymouth,Black,0,0,108.7844,223_OLC,245.01
224,11,SKU_224,Harbour Creations Steel Folding Chair,HCSFC-224,Harbour Creations Steel Folding Chair,Black,40,U,185.8193,224_OLC,348.76
225,3,SKU_225,Fellowes Bankers Box Recycled Super Stor/Drawer,FBBRSS-225,Fellowes Bankers Box Recycled Super Stor/Drawer,Black,44,U,185.8193,225_OLC,348.76
226,4,SKU_226,Bevis Round Conference Room Tables and Bases,BRCRTAB-226,Bevis Round Conference Room Tables and Bases,Black,48,U,185.8193,226_OLC,348.76
227,9,SKU_227,Array Parchment Paper,APPAC-227,"Array Parchment Paper, Assorted Colors",Yellow,40,W,300.1188,227_OLC,540.7545
228,9,SKU_228,Xerox 1971,X1-228,Xerox 1971,Yellow,42,W,300.1188,228_OLC,540.7545
229,17,SKU_229,Hypercom P1300 Pinpad,HPP-229,Hypercom P1300 Pinpad,Yellow,44,W,300.1188,229_OLC,540.7545
230,2,SKU_230,PowerGen Dual USB Car Charger,PDUCC-230,PowerGen Dual USB Car Charger,Yellow,48,W,300.1188,230_OLC,540.7545
231,5,SKU_231,Cardinal HOLDit! Binder Insert Strips,CHBISS-231,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Black,62,U,722.2568,231_OLC,1301.3636
232,14,SKU_232,Avery 495,A4-232,Avery 495,Black,44,U,722.2568,232_OLC,1301.3636
233,3,SKU_233,Eldon Shelf Savers Cubes and Bins,ESSCAB-233,Eldon Shelf Savers Cubes and Bins,Black,48,U,722.2568,233_OLC,1301.3636
234,13,SKU_234,3.6 Cubic Foot Counter Height Office Refrigerator,3CFCHOR-234,3.6 Cubic Foot Counter Height Office Refrigerator,Black,52,U,722.2568,234_OLC,1301.3636
235,4,SKU_235,Bevis Oval Conference Table,BOCTW-235,"Bevis Oval Conference Table, Walnut",Black,S,M,24.7459,235_OLC,59.99
236,3,SKU_236,Sensible Storage WireTech Storage Systems,SSWSS-236,Sensible Storage WireTech Storage Systems,Grey,0,0,51.5625,236_OLC,125
237,7,SKU_237,BIC Brite Liner Highlighters,BBLHCT-237,"BIC Brite Liner Highlighters, Chisel Tip",Multi,0,0,10.3125,237_OLC,25
238,7,SKU_238,Newell 345,N3-238,Newell 345,Multi,0,0,8.2459,238_OLC,19.99
239,17,SKU_239,Logitech Wireless Gaming Headset G930,LWGHG-239,Logitech Wireless Gaming Headset G930,Multi,0,0,10.3084,239_OLC,24.99
240,16,SKU_240,Acme Forged Steel Scissors with Black Enamel Handles,AFSSWBEH-240,Acme Forged Steel Scissors with Black Enamel Handles,Multi,0,0,5.7709,240_OLC,13.99
241,5,SKU_241,GBC Wire Binding Combs,GWBC-241,GBC Wire Binding Combs,Multi,0,0,14.4334,241_OLC,34.99
242,9,SKU_242,Xerox 1891,X1-242,Xerox 1891,Multi,0,0,18.5584,242_OLC,44.99
243,11,SKU_243,Global Push Button Manager's Chair,GPBMCI-243,Global Push Button Manager,Black,M,M,24.7459,243_OLC,59.99
244,7,SKU_244,Newell 330,N3-244,Newell 330,Black,L,M,24.7459,244_OLC,59.99
245,3,SKU_245,Carina 42"Hx23 3/4"W Media Storage Unit,C43MSU-245,Carina 42"Hx23 3/4"W Media Storage Unit,Black,XL,M,24.7459,245_OLC,59.99
246,5,SKU_246,Catalog Binders with Expanding Posts,CBWEP-246,Catalog Binders with Expanding Posts,Black,S,W,30.9334,246_OLC,74.99
247,7,SKU_247,Newell Chalk Holder,NCH-247,Newell Chalk Holder,Black,M,W,30.9334,247_OLC,74.99
248,3,SKU_248,Contico 72"H Heavy-Duty Storage System,C7HSS-248,Contico 72"H Heavy-Duty Storage System,Black,L,W,30.9334,248_OLC,74.99
249,11,SKU_249,Office Star - Task Chair with Contemporary Loop Arms,OS-TCWCLA-249,Office Star - Task Chair with Contemporary Loop Arms,Multi,S,M,37.1209,249_OLC,89.99
250,11,SKU_250,Global Leather and Oak Executive Chair,GLAOECB-250,"Global Leather and Oak Executive Chair, Black",Multi,M,M,37.1209,250_OLC,89.99
251,9,SKU_251,Geographics Note Cards,GNCBW81X1-251,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Multi,L,M,37.1209,251_OLC,89.99
252,7,SKU_252,BOSTON Ranger #55 Pencil Sharpener,BR#PSB-252,"BOSTON Ranger #55 Pencil Sharpener, Black",Black,S,U,9.7136,252_OLC,23.5481
253,8,SKU_253,Eldon Wave Desk Accessories,EWDA-253,Eldon Wave Desk Accessories,Black,M,U,9.7136,253_OLC,23.5481
254,12,SKU_254,Stockwell Push Pins,SPP-254,Stockwell Push Pins,Black,L,U,9.7136,254_OLC,23.5481
255,9,SKU_255,Southworth 100% Résumé Paper,S1RP2-255,"Southworth 100% Résumé Paper, 24lb.",Black,S,U,15.6709,255_OLC,37.99
256,13,SKU_256,Fellowes Premier Superior Surge Suppressor,FPSSS1WPAR-256,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Black,M,U,15.6709,256_OLC,37.99
257,2,SKU_257,Panasonic KX-TG9471B,PK-257,Panasonic KX-TG9471B,Black,L,U,15.6709,257_OLC,37.99
258,9,SKU_258,Xerox 198,X1-258,Xerox 198,Blue,S,U,23.749,258_OLC,63.5
259,7,SKU_259,Economy #2 Pencils,E#P-259,Economy #2 Pencils,Blue,M,U,23.749,259_OLC,63.5
260,7,SKU_260,Avery Hi-Liter Fluorescent Desk Style Markers,AHFDSM-260,Avery Hi-Liter Fluorescent Desk Style Markers,Blue,L,U,23.749,260_OLC,63.5
261,11,SKU_261,Global Commerce Series High-Back Swivel/Tilt Chairs,GCSHSC-261,Global Commerce Series High-Back Swivel/Tilt Chairs,Black,S,W,26.1763,261_OLC,69.99
262,3,SKU_262,Carina Double Wide Media Storage Towers in Natural & Black,CDWMSTIN&B-262,Carina Double Wide Media Storage Towers in Natural & Black,Black,M,W,26.1763,262_OLC,69.99
263,17,SKU_263,Imation 30456 USB Flash Drive 8GB,I3UFD8-263,Imation 30456 USB Flash Drive 8GB,Black,L,W,26.1763,263_OLC,69.99
264,3,SKU_264,Staple magnet,SM-264,Staple magnet,Multi,0,0,1.8663,264_OLC,4.99
265,5,SKU_265,Premium Transparent Presentation Covers,PTPCNP81X1-265,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Multi,0,0,3.7363,265_OLC,9.99
266,15,SKU_266,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,HD6CIP-266,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,Multi,0,0,3.3623,266_OLC,8.99
267,9,SKU_267,Xerox 1963,X1-267,Xerox 1963,Multi,0,0,0.8565,267_OLC,2.29
268,9,SKU_268,Xerox 1887,X1-268,Xerox 1887,White,M,U,3.3623,268_OLC,8.99
269,3,SKU_269,Hot File 7-Pocket,HF7FS-269,"Hot File 7-Pocket, Floor Stand",White,L,U,3.3623,269_OLC,8.99
270,8,SKU_270,Eldon Expressions Desk Accessory,EEDAWPFM-270,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Multi,0,0,44.88,270_OLC,120
271,5,SKU_271,Insertable Tab Post Binder Dividers,ITPBD-271,Insertable Tab Post Binder Dividers,Multi,0,0,2.9733,271_OLC,7.95
272,5,SKU_272,GBC VeloBinder Manual Binding System,GVMBS-272,GBC VeloBinder Manual Binding System,Multi,0,0,8.2205,272_OLC,21.98
273,9,SKU_273,Xerox 1889,X1-273,Xerox 1889,Multi,0,0,59.466,273_OLC,159
274,2,SKU_274,Polycom VoiceStation 500 Conference phone,PV5CP-274,Polycom VoiceStation 500 Conference phone,Silver,70,0,20.5663,274_OLC,54.99
275,13,SKU_275,Bionaire Personal Warm Mist Humidifier/Vaporizer,BPWMH-275,Bionaire Personal Warm Mist Humidifier/Vaporizer,Yellow,S,U,41.5723,275_OLC,53.99
